IFID,pairID,Relation,ClusterID,CFID,SpaceGroup,CrystForm,PdbID,DomainInterfaceID,SurfaceArea,InterfaceUnit,ChainPfamArch,InAsu,InPdb,InPisa,ASU,PDBBA,PDBBAID,PISABA,PISABAID,UnpCode,#CfgCluster,#EntryCluster,MinSeqIdentity,#CfgRelation,#EntryRelation,#EntryHomo,#EntryHetero,#EntryIntra,ClusterInterface,MediumSurfaceArea,Name,Species,chainA,chainB
IF15096,(MRP-L27)(MRP-L47),11871,1,38,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,6yws,19,1120.3,AB,(MRP-L27);(MRP-L47),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqr,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR),1,-,-1,Q7S5W0_NEUCR;RM04_NEUCR,,,,,,,,,,,"Uncharacterized protein;54S ribosomal protein L4, mitochondrial",Neurospora crassa OR74A;Neurospora crassa OR74A,3,T
IF15095,(MRP-L27)(MRP-L47),11871,1,39,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnop,6ywv,13,1120.35,AB,(MRP-L27);(MRP-L47),1,1,1,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnop,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP),1,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP),1,Q7S5W0_NEUCR;RM04_NEUCR,,,,,,,,,,,"Uncharacterized protein;54S ribosomal protein L4, mitochondrial",Neurospora crassa OR74A;Neurospora crassa OR74A,3,T
IF15094,(MRP-L27)(MRP-L47),11871,1,6,P 1(EMI),A2B2CDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOP(2),6ywx,34,1103.15,AB,(MRP-L27);(MRP-L47),1,1,0,A2B2CDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOP,A2B2CDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ),1,-,-1,Q7S5W0_NEUCR;RM04_NEUCR,,,,,,,,,,,"mL41;54S ribosomal protein L4, mitochondrial",Neurospora crassa OR74A;Neurospora crassa OR74A,3,T
IF15093,(MRP-L27)(MRP-L47),11871,1,7,P 1(EMI),A2B2CDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQ,6ywy,34,1110.15,AB,(MRP-L27);(MRP-L47),1,1,0,A2B2CDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQ,A2B2CDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA),1,-,-1,A0A0B0E3D2_NEUCS;A0A0B0DW15_NEUCS,,,,,,,,,,,"mL41;54S ribosomal protein L4, mitochondrial",Neurospora crassa;Neurospora crassa,3,T
IF15092,(MRP-L27)(MRP-L47),11871,1,37,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefg,6z1p,4,1063.95,AB,(MRP-L47);(MRP-L27),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefg,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE)(CF)(CG)(CH)(CI)(CJ)(CK)(CL)(CM)(CN)(CO)(CP)(CQ),1,-,-1,Q22W36_TETTS;I7MG40_TETTS,,,,,,,,,,,39-S ribosomal protein L47;Ribosomal protein L27,Tetrahymena thermophila (strain SB210);Tetrahymena thermophila (strain SB210),AI,AC
IF15091,(MRP-L27)(MRP-L47),11871,1,1,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,6zm5,69,1086.55,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,Y
IF15089,(MRP-L27)(MRP-L47),11871,1,20,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS(1),6zm6,69,1089.45,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,Y
IF15088,(MRP-L27)(MRP-L47),11871,1,18,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRST,6zs9,84,1040.15,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRST,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,XY
IF15046,(MRP-L27)(MRP-L47),11871,1,42,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,6zsa,78,1054.25,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,XY
IF15087,(MRP-L27)(MRP-L47),11871,1,21,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS(2),6zsb,81,1009.4,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,XY
IF15086,(MRP-L27)(MRP-L47),11871,1,22,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS(3),6zsc,82,1056.55,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,XY
IF15085,(MRP-L27)(MRP-L47),11871,1,23,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS(4),6zsd,77,1059.95,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,XY
IF15084,(MRP-L27)(MRP-L47),11871,1,24,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS(5),6zse,78,1017.75,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,XY
IF15083,(MRP-L27)(MRP-L47),11871,1,25,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS(6),6zsg,75,1059.25,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,XY
IF15082,(MRP-L27)(MRP-L47),11871,1,19,P 1(EMI),A2B2CDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,7a5f,57,1054.4,AB,(MRP-L27);(MRP-L47),1,1,0,A2B2CDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,A2B2CDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,93,Y3
IF15081,(MRP-L27)(MRP-L47),11871,1,13,P 1(EMI),A2B2CDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTUV,7a5g,54,1047.8,AB,(MRP-L27);(MRP-L47),1,1,0,A2B2CDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTUV,A2B2CDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE)(CF),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,93,Y3
IF15080,(MRP-L27)(MRP-L47),11871,1,28,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123,7a5h,25,1046.7,AB,(MRP-L27);(MRP-L47),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,Y
IF15079,(MRP-L27)(MRP-L47),11871,1,26,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRST,7a5i,61,1007.95,AB,(MRP-L27);(MRP-L47),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRST,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,93,Y3
IF15078,(MRP-L27)(MRP-L47),11871,1,29,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012345,7a5j,27,1026.35,AB,(MRP-L27);(MRP-L47),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012345,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,Y
